ID,Name,Designation,Department,Location,Date_of_Joining,Gender,Salary,Phone_No,GP,Work_From,Last Logout,
446,WHWFH,QA,Operations,Gurgaon,11/08/13,Male,1217763,9898980445,1.00,,09-26-2020 02:06:48,
447,ZZGMT,SDET,Development,Pune,06/02/22,Female,1926304,9898980446,1.00,,12-24-2012 18:18:34,
448,BSNPU,QA,Testing,Delhi,10/09/11,Female,1766172,9898980447,2.00,Work From Office,03-03-2017 08:03:22,
449,VPLGF,SDET,Operations,Gurgaon,11/09/14,Female,1933029,9898980448,4.00,Work From Home,11-19-2013 00:25:23,
450,BOXTG,SDET,Application Development,Banglore,28/05/13,Male,1084799,9898980449,4.00,,02-14-2012 18:06:08,
451,UBPRQ,MANAGER,Testing,Delhi,18/09/10,Male,1333375,9898980450,3.00,Work From Home,02-23-2013 00:13:46,
452,LQICA,SDE,Development,Banglore,21/06/10,Female,1311383,9898980451,3.00,Work From Home,01-11-2011 01:14:34,
453,RRQTJ,QA,Operations,Delhi,15/03/20,Male,1624691,9898980452,1.00,Work From Office,06-16-2017 00:55:07,
454,KYXUL,SDE,Development,Gurgaon,21/04/12,Female,1773443,9898980453,3.00,,03-17-2017 01:14:26,
455,ZXHHX,TEAM LEAD,Development,Delhi,09/06/15,Female,1075257,9898980454,1.00,Work From Office,08-04-2011 21:06:08,
456,QTYJH,SDET,Application Development,Delhi,03/09/12,Female,1423004,9898980455,3.00,Work From Office,01-27-2021 06:32:03,
457,SKSJQ,SDE,Testing,Texas,15/05/15,Female,1120739,9898980456,4.00,,04-26-2018 10:34:23,
458,QXWMS,MANAGER,Operations,Gurgaon,18/03/16,Female,1728448,9898980457,5.00,Work From Home,09-12-2021 16:16:48,
459,UXBJH,QA,Development,Pune,26/05/15,Female,1470299,9898980458,5.00,,12-27-2014 20:19:41,
460,CXIVE,MANAGER,Development,Gurgaon,08/02/10,Male,1425452,9898980459,3.00,Work From Office,11-07-2019 16:52:09,
461,TSBRF,QA,Testing,Gurgaon,28/05/17,Male,1983856,9898980460,2.00,Work From Office,05-02-2010 09:59:41,
462,TJDIN,SDET,Application Development,Banglore,13/03/11,Female,1376862,9898980461,5.00,Work From Home,11-31-2015 07:57:05,
463,TOBRW,SDET,Development,Pune,31/08/10,Female,1603114,9898980462,5.00,,12-11-2019 19:02:13,
464,UUNOX,MANAGER,Application Development,Gurgaon,27/03/16,Female,1523940,9898980463,3.00,Work From Office,01-13-2017 08:41:49,
465,AXVLL,QA,Application Development,Banglore,26/07/17,Female,1638378,9898980464,4.00,Work From Office,03-26-2011 15:30:17,
466,KUAUC,SDET,Development,Delhi,23/06/11,Male,1103721,9898980465,4.00,Work From Home,12-14-2010 15:40:17,
467,NBJHQ,SDET,Testing,Texas,25/08/16,Female,1335707,9898980466,2.00,,08-27-2011 17:48:59,
468,WMWBZ,QA,Development,Banglore,10/06/20,Male,1410808,9898980467,2.00,,11-12-2021 20:20:51,
469,CKKUS,SDE,Testing,Gurgaon,02/09/13,Female,1463158,9898980468,4.00,,05-20-2020 09:34:18,
470,HXEVU,QA,Operations,Texas,09/05/20,Female,1497505,9898980469,4.00,Work From Home,06-15-2017 14:30:07,
471,HWFIL,SDET,Testing,Texas,15/10/13,Male,1924222,9898980470,5.00,Work From Office,02-02-2011 14:02:03,
472,MMHOK,TEAM LEAD,Development,Pune,05/03/20,Female,1323218,9898980471,4.00,Work From Home,03-09-2022 20:26:24,
473,WEFQF,SDE,Development,Texas,29/05/13,Male,1032624,9898980472,2.00,Work From Office,05-15-2021 05:13:11,
474,QVGYN,MANAGER,Application Development,Banglore,05/11/18,Female,1316110,9898980473,1.00,Work From Home,04-26-2018 23:51:17,
475,UCVGO,QA,Operations,Texas,18/09/12,Male,1885651,9898980474,2.00,Work From Office,04-14-2021 15:39:39,
476,PJGSM,SDET,Testing,Gurgaon,17/05/12,Female,1560030,9898980475,2.00,Work From Home,08-11-2016 10:51:22,
477,CDUEY,TEAM LEAD,Testing,Gurgaon,02/01/15,Female,1033276,9898980476,1.00,Work From Home,04-26-2012 16:17:44,
478,FBQCC,QA,Testing,Texas,06/05/11,Male,1173924,9898980477,2.00,Work From Home,11-29-2017 09:26:14,
479,TEFRG,QA,Development,Texas,02/09/21,Female,1748399,9898980478,3.00,Work From Office,04-17-2014 09:16:20,
480,RPZSW,MANAGER,Application Development,Gurgaon,13/03/15,Female,1295193,9898980479,1.00,Work From Home,11-23-2018 17:33:48,
481,TZYKS,TEAM LEAD,Operations,Delhi,02/09/16,Female,1062673,9898980480,4.00,Work From Home,04-12-2015 08:44:10,
482,VRKNJ,SDE,Development,Banglore,27/01/13,Male,1659736,9898980481,3.00,Work From Home,03-04-2017 07:33:37,
483,DLJPK,TEAM LEAD,Application Development,Banglore,24/05/20,Male,1307646,9898980482,5.00,Work From Home,11-01-2015 04:53:28,
484,LACCP,TEAM LEAD,Development,Pune,11/11/15,Male,1744576,9898980483,1.00,Work From Home,05-01-2014 07:29:56,
485,LYNES,SDET,Application Development,Banglore,20/07/10,Female,1169812,9898980484,4.00,Work From Home,02-28-2015 16:23:25,
486,NRAOD,QA,Testing,Banglore,10/02/12,Male,1015283,9898980485,4.00,Work From Home,11-06-2018 23:51:49,
487,EYEPA,QA,Application Development,Banglore,22/06/18,Male,1804822,9898980486,1.00,,11-14-2021 18:56:39,
488,GFAPK,SDET,Development,Banglore,08/04/13,Male,1239150,9898980487,4.00,,08-22-2010 15:15:10,
489,LLKDT,SDE,Testing,Texas,17/09/19,Male,1391309,9898980488,4.00,,08-08-2019 08:50:52,
490,XOOJC,SDE,Application Development,Gurgaon,26/01/14,Male,1856726,9898980489,5.00,,02-19-2010 07:56:29,
491,NASEY,SDE,Testing,Delhi,23/07/19,Female,1919088,9898980490,1.00,Work From Office,08-30-2022 06:06:38,
492,CCJKF,SDE,Application Development,Gurgaon,29/03/16,Female,1629392,9898980491,5.00,,08-05-2022 14:22:25,
493,ARNKJ,SDET,Application Development,Banglore,19/09/17,Male,1802486,9898980492,2.00,Work From Office,11-02-2022 12:46:18,
494,YBHKH,SDET,Development,Gurgaon,16/04/16,Male,1937752,9898980493,3.00,Work From Office,07-02-2015 11:05:45,
495,OEFWN,QA,Operations,Pune,13/06/20,Male,1992439,9898980494,5.00,Work From Home,02-05-2016 04:56:13,
496,TTCBF,SDE,Application Development,Gurgaon,20/07/22,Male,1140230,9898980495,3.00,,11-03-2014 06:30:03,
497,CIBHU,TEAM LEAD,Testing,Banglore,24/08/14,Male,1805978,9898980496,4.00,,04-25-2022 22:43:06,
498,DJBYH,TEAM LEAD,Development,Banglore,03/09/19,Male,1035031,9898980497,2.00,Work From Home,12-23-2018 08:20:06,
499,BJDTQ,SDET,Application Development,Texas,08/01/16,Male,1324349,9898980498,2.00,,12-11-2011 05:24:37,
500,IQUTH,SDET,Operations,Pune,22/02/21,Female,1288644,9898980499,2.00,Work From Office,09-25-2011 13:07:00,
501,XRUXO,SDET,Testing,Gurgaon,18/07/10,Female,1011088,9898980500,4.00,,06-15-2018 01:27:31,
502,DVIOP,QA,Testing,Texas,23/11/21,Female,1686688,9898980501,5.00,Work From Home,02-02-2014 17:55:38,
503,LBUCB,SDET,Development,Texas,24/10/13,Female,1635484,9898980502,2.00,Work From Home,04-25-2017 14:02:08,
504,XXIUY,SDE,Application Development,Texas,01/06/18,Male,1277045,9898980503,2.00,,03-21-2021 00:26:37,
505,YUNIH,MANAGER,Development,Banglore,15/05/16,Male,1560313,9898980504,1.00,Work From Office,03-02-2012 15:27:22,
506,UNUPU,MANAGER,Application Development,Delhi,09/06/14,Male,1661744,9898980505,5.00,,11-29-2017 17:39:05,
507,MAKMO,QA,Operations,Delhi,16/05/11,Male,1473666,9898980506,3.00,,05-14-2022 04:36:01,
508,ZVWDF,QA,Application Development,Banglore,18/02/15,Male,1880290,9898980507,2.00,Work From Office,11-11-2012 12:50:54,
509,MESDC,QA,Testing,Banglore,03/03/10,Female,1318708,9898980508,3.00,Work From Home,06-27-2012 06:07:43,
510,NAWKO,MANAGER,Application Development,Texas,15/09/13,Male,1622534,9898980509,1.00,Work From Office,09-12-2018 09:52:39,
511,DASAL,QA,Application Development,Gurgaon,19/09/19,Female,1932702,9898980510,1.00,Work From Home,11-06-2020 10:06:08,
512,KDUHP,SDE,Application Development,Gurgaon,13/09/14,Male,1898038,9898980511,2.00,Work From Office,06-30-2019 05:24:40,
513,GVRXI,MANAGER,Application Development,Banglore,04/06/21,Female,1538356,9898980512,4.00,,09-04-2018 16:00:47,
514,ILIGV,TEAM LEAD,Operations,Delhi,27/05/12,Male,1260760,9898980513,4.00,,02-13-2016 02:19:10,
515,TZNUA,TEAM LEAD,Testing,Banglore,04/11/12,Male,1208568,9898980514,4.00,Work From Home,03-04-2010 14:38:07,
516,TCZNG,SDET,Testing,Pune,22/01/20,Male,1338092,9898980515,3.00,,04-20-2012 05:18:09,
517,MAXKM,TEAM LEAD,Development,Delhi,29/10/21,Female,1774122,9898980516,4.00,,01-03-2014 14:18:56,
518,CRREK,TEAM LEAD,Testing,Pune,03/07/14,Female,1533510,9898980517,5.00,Work From Office,11-06-2011 06:39:36,
519,TRERY,MANAGER,Operations,Gurgaon,25/05/16,Male,1464525,9898980518,4.00,,08-19-2011 23:20:07,
520,TNLZX,SDET,Development,Pune,16/05/18,Female,1185222,9898980519,1.00,,07-17-2015 14:58:16,
521,BXBBP,SDE,Operations,Pune,23/02/16,Male,1543848,9898980520,2.00,Work From Office,12-29-2014 13:38:47,
522,VVCRR,TEAM LEAD,Development,Banglore,23/06/20,Male,1813627,9898980521,4.00,Work From Home,11-18-2015 10:43:03,
523,BVDMY,MANAGER,Application Development,Pune,21/05/13,Female,1787082,9898980522,5.00,Work From Home,06-06-2010 12:00:23,
524,VVIMX,SDET,Operations,Banglore,12/09/18,Male,1647539,9898980523,1.00,Work From Home,11-30-2021 17:59:24,
525,WNCUZ,SDE,Application Development,Delhi,16/07/14,Female,1347553,9898980524,4.00,Work From Home,05-05-2013 06:28:13,
526,UCADN,SDE,Development,Banglore,02/09/19,Female,1084119,9898980525,2.00,Work From Office,07-27-2012 15:05:08,
527,VAMPV,SDE,Application Development,Gurgaon,24/08/21,Female,1653433,9898980526,3.00,,05-03-2010 01:20:23,
528,CNYDO,MANAGER,Application Development,Delhi,19/04/17,Male,1221528,9898980527,1.00,Work From Home,08-30-2014 05:47:54,
529,YUYVZ,SDE,Development,Texas,26/04/12,Female,1537620,9898980528,1.00,Work From Home,02-09-2021 09:58:37,
530,JVPDN,SDE,Operations,Delhi,28/06/17,Male,1758016,9898980529,1.00,,07-28-2020 21:05:00,
531,OPTCG,QA,Development,Banglore,15/07/15,Male,1613407,9898980530,5.00,,06-04-2020 08:47:01,
532,CBXZV,TEAM LEAD,Application Development,Pune,20/01/12,Male,1486051,9898980531,3.00,,09-14-2019 16:15:42,
533,HHCCJ,MANAGER,Development,Texas,30/03/18,Female,1564434,9898980532,3.00,Work From Home,11-11-2013 14:54:24,
534,JGTEH,SDET,Testing,Delhi,21/10/14,Female,1078198,9898980533,2.00,Work From Home,05-14-2015 14:02:55,
535,DDOSU,SDE,Development,Gurgaon,15/01/18,Female,1559851,9898980534,3.00,Work From Office,09-24-2010 05:00:15,
536,WRSKR,SDE,Development,Pune,26/01/21,Male,1620318,9898980535,1.00,,01-21-2010 06:42:43,
537,NBYMS,QA,Application Development,Texas,07/07/21,Female,1827150,9898980536,1.00,Work From Home,03-26-2022 05:50:58,
538,SUOHF,SDE,Development,Delhi,04/04/13,Male,1055633,9898980537,4.00,Work From Home,12-17-2014 14:51:32,
539,VJYGZ,TEAM LEAD,Testing,Texas,10/11/18,Male,1730983,9898980538,1.00,Work From Home,05-01-2015 21:00:59,
540,QBHCX,MANAGER,Operations,Gurgaon,30/09/19,Male,1703813,9898980539,5.00,Work From Home,11-28-2016 17:02:55,
541,XJVTU,MANAGER,Development,Banglore,23/11/19,Female,1662939,9898980540,4.00,Work From Office,03-29-2020 14:00:42,
542,BQLQB,SDE,Testing,Gurgaon,26/03/12,Female,1397848,9898980541,5.00,Work From Office,03-04-2022 00:13:11,
543,OULTK,TEAM LEAD,Testing,Delhi,04/07/20,Male,1358319,9898980542,4.00,Work From Office,08-23-2018 08:20:07,
544,MDNLH,MANAGER,Development,Gurgaon,25/10/20,Male,1995289,9898980543,1.00,,05-11-2010 14:31:42,
545,EPGPN,TEAM LEAD,Development,Banglore,21/02/16,Female,1972451,9898980544,3.00,,07-22-2012 02:09:54,
546,BOOLH,TEAM LEAD,Application Development,Delhi,15/10/14,Female,1510629,9898980545,2.00,Work From Office,08-24-2014 06:50:15,
547,ZECKV,TEAM LEAD,Testing,Delhi,24/09/21,Male,1591808,9898980546,1.00,Work From Home,09-15-2014 20:47:44,
548,WOBGY,TEAM LEAD,Development,Pune,20/03/10,Male,1119637,9898980547,1.00,Work From Office,11-12-2016 00:24:17,
549,FKJFL,SDET,Development,Texas,20/05/12,Male,1748432,9898980548,1.00,Work From Home,07-24-2010 20:39:02,
550,WAKGA,QA,Application Development,Delhi,07/03/18,Male,1508492,9898980549,1.00,Work From Home,04-11-2017 18:14:12,
551,WNJTX,MANAGER,Application Development,Delhi,24/08/19,Female,1630659,9898980550,3.00,,01-23-2018 02:01:06,
552,YDZDA,SDE,Operations,Banglore,25/04/11,Female,1757616,9898980551,2.00,,08-08-2014 15:31:26,
553,GIEUG,SDET,Operations,Gurgaon,02/09/17,Female,1724012,9898980552,3.00,Work From Home,11-20-2017 17:13:45,
554,NUOHL,TEAM LEAD,Application Development,Texas,23/09/14,Female,1182125,9898980553,2.00,Work From Office,03-18-2021 22:48:58,
555,FQWRP,QA,Testing,Texas,12/04/22,Male,1372626,9898980554,1.00,Work From Office,09-02-2015 13:03:55,
556,HBUYT,MANAGER,Development,Delhi,07/09/22,Female,1745041,9898980555,1.00,Work From Home,09-13-2017 02:12:55,
557,HISWK,TEAM LEAD,Testing,Delhi,26/06/11,Male,1068559,9898980556,3.00,Work From Home,03-26-2012 23:35:20,
558,TVYYD,QA,Application Development,Gurgaon,02/02/11,Male,1329887,9898980557,4.00,Work From Home,05-29-2014 14:53:03,
559,WJABP,SDE,Operations,Pune,19/01/13,Male,1128711,9898980558,1.00,Work From Office,01-12-2011 19:34:32,
560,APZER,QA,Operations,Banglore,13/04/20,Male,1340591,9898980559,1.00,Work From Home,08-05-2019 05:07:43,
561,AZRII,QA,Operations,Pune,13/09/14,Male,1776353,9898980560,5.00,Work From Home,01-02-2018 07:48:03,
562,FEXLH,SDE,Testing,Pune,27/09/17,Male,1360544,9898980561,3.00,,06-05-2021 12:42:15,
563,BIJGS,TEAM LEAD,Development,Texas,17/10/21,Male,1098437,9898980562,1.00,,08-05-2015 20:28:30,
564,FCUGU,SDE,Development,Gurgaon,28/02/10,Male,1900472,9898980563,2.00,Work From Office,05-06-2020 07:58:44,
565,PLLOZ,SDE,Development,Texas,04/09/14,Female,1050997,9898980564,1.00,,04-01-2019 20:32:30,
566,JTNIH,MANAGER,Operations,Gurgaon,18/10/17,Female,1895087,9898980565,4.00,Work From Office,01-27-2015 10:57:54,
567,PWXRO,SDET,Application Development,Pune,09/02/15,Male,1919187,9898980566,1.00,Work From Home,06-30-2016 20:38:30,
568,UZWDU,QA,Development,Texas,11/05/12,Male,1657809,9898980567,5.00,,06-04-2017 16:06:38,
569,VSMRX,TEAM LEAD,Application Development,Delhi,02/06/14,Female,1497695,9898980568,1.00,Work From Office,11-11-2014 04:32:24,
570,FQHGT,MANAGER,Operations,Gurgaon,05/10/17,Male,1504435,9898980569,3.00,,11-24-2012 07:24:57,
571,IHLQE,SDE,Application Development,Pune,23/07/10,Male,1302617,9898980570,3.00,,02-05-2020 08:08:14,
572,SWCZA,MANAGER,Development,Gurgaon,12/01/13,Male,1144713,9898980571,3.00,,05-11-2014 19:07:09,
573,SUESC,SDET,Operations,Delhi,23/03/18,Male,1317168,9898980572,3.00,Work From Office,07-21-2017 01:49:17,
574,IZUMK,TEAM LEAD,Development,Pune,19/10/11,Female,1367973,9898980573,2.00,Work From Office,06-22-2022 08:20:13,
575,XQASR,TEAM LEAD,Application Development,Texas,23/09/20,Male,1490679,9898980574,1.00,Work From Office,08-11-2016 15:48:45,
576,LCWIM,QA,Operations,Delhi,26/09/14,Male,1230874,9898980575,5.00,Work From Home,02-25-2017 22:24:38,
577,CZYGY,MANAGER,Testing,Gurgaon,12/11/16,Female,1362650,9898980576,4.00,Work From Office,06-11-2014 13:47:06,
578,HZNYF,SDET,Development,Pune,23/03/16,Female,1135442,9898980577,2.00,Work From Home,02-28-2015 09:45:49,
579,OHTOQ,SDET,Application Development,Delhi,25/09/15,Female,1779854,9898980578,3.00,Work From Home,05-30-2020 06:52:52,
580,FVLWS,SDET,Testing,Pune,18/06/14,Female,1451119,9898980579,3.00,Work From Home,06-01-2021 14:41:12,
581,HPCLS,SDET,Operations,Delhi,05/04/15,Female,1379547,9898980580,1.00,Work From Office,02-27-2010 11:29:50,
582,SKLJC,QA,Application Development,Gurgaon,09/05/18,Male,1326447,9898980581,3.00,Work From Home,09-15-2010 11:43:27,
583,BJJUI,MANAGER,Development,Pune,12/06/19,Female,1827708,9898980582,2.00,,12-13-2015 19:16:44,
584,YFMFA,QA,Development,Gurgaon,16/05/19,Female,1873944,9898980583,1.00,Work From Home,06-16-2012 13:06:38,
585,UQMHV,MANAGER,Testing,Texas,02/09/18,Female,1519774,9898980584,3.00,Work From Home,08-20-2022 06:37:31,
586,IALBS,SDE,Development,Delhi,04/08/13,Male,1978952,9898980585,4.00,Work From Home,11-09-2012 15:06:29,
587,NHRWX,SDE,Development,Gurgaon,20/04/12,Male,1074803,9898980586,1.00,Work From Home,01-11-2011 05:41:40,
588,ATBZO,QA,Application Development,Banglore,24/09/17,Male,1398226,9898980587,5.00,,07-03-2013 03:04:44,
589,DWVJS,SDET,Operations,Texas,08/02/22,Female,1829747,9898980588,1.00,,05-11-2017 12:02:15,
590,ZDECA,SDET,Application Development,Gurgaon,20/09/14,Female,1368392,9898980589,2.00,,09-14-2022 08:05:53,
591,CDDPF,SDET,Development,Pune,13/09/21,Male,1324987,9898980590,4.00,Work From Office,08-05-2010 03:52:26,
592,MUMKK,SDET,Testing,Texas,07/02/17,Female,1980657,9898980591,5.00,Work From Home,09-30-2018 04:25:59,
593,MNNPV,SDET,Operations,Texas,08/06/13,Male,1072494,9898980592,3.00,Work From Office,08-11-2010 19:22:13,
594,CXEEN,MANAGER,Application Development,Banglore,29/01/17,Female,1221372,9898980593,4.00,Work From Office,09-25-2022 09:35:10,
595,FBUSC,TEAM LEAD,Application Development,Pune,09/06/11,Female,1370005,9898980594,1.00,,05-13-2018 20:31:25,
596,LPNVU,SDE,Operations,Delhi,18/09/17,Female,1324714,9898980595,2.00,Work From Office,07-01-2022 19:47:32,
597,YQLGI,SDET,Testing,Delhi,05/09/19,Male,1241363,9898980596,2.00,Work From Office,03-26-2010 05:10:20,
598,MHPTR,SDET,Testing,Pune,05/09/20,Female,1793946,9898980597,2.00,,09-05-2016 19:35:47,
599,DYLEJ,QA,Application Development,Banglore,28/08/10,Female,1239350,9898980598,4.00,Work From Home,11-25-2010 02:37:05,
600,FPXBK,SDET,Application Development,Pune,26/04/19,Male,1293881,9898980599,2.00,Work From Home,11-05-2020 07:31:24,
601,MNZOI,QA,Development,Banglore,24/04/21,Male,1906054,9898980600,2.00,Work From Home,12-18-2020 22:13:54,
602,GGEUT,SDE,Operations,Pune,04/07/17,Male,1471459,9898980601,4.00,Work From Office,01-15-2022 12:47:23,
603,NCVCK,MANAGER,Development,Pune,23/04/15,Female,1127365,9898980602,2.00,,11-29-2019 20:12:08,
604,JICZD,TEAM LEAD,Testing,Pune,16/01/14,Male,1155374,9898980603,5.00,,08-12-2016 17:03:10,
605,UOEQQ,SDE,Operations,Texas,16/09/22,Male,1008311,9898980604,2.00,Work From Office,06-12-2012 10:22:19,
606,XTODO,SDET,Operations,Delhi,02/06/20,Male,1445961,9898980605,3.00,Work From Office,05-12-2015 21:43:58,
607,NVSNM,MANAGER,Development,Banglore,12/07/12,Male,1337358,9898980606,2.00,Work From Office,08-25-2017 11:45:04,
608,IWAPA,MANAGER,Development,Banglore,18/05/16,Female,1683544,9898980607,5.00,,05-25-2022 04:52:39,
609,YDDQZ,SDE,Operations,Delhi,17/07/11,Male,1698206,9898980608,1.00,,11-21-2017 22:46:17,
610,JLHVA,SDE,Operations,Pune,17/03/14,Female,1005626,9898980609,3.00,,03-24-2017 22:42:48,
611,CNXRD,SDET,Operations,Texas,31/07/16,Male,1471828,9898980610,3.00,Work From Office,11-30-2013 17:51:22,
612,UCVUF,QA,Operations,Banglore,02/06/20,Female,1456991,9898980611,3.00,Work From Home,08-01-2020 01:07:26,
613,NZUDY,SDET,Operations,Texas,08/04/18,Male,1119388,9898980612,4.00,,09-17-2010 06:29:08,
614,XUONK,SDE,Operations,Pune,11/08/22,Female,1231686,9898980613,4.00,,04-30-2019 18:37:16,
615,QOHQJ,QA,Application Development,Delhi,16/03/10,Female,1228341,9898980614,1.00,,08-09-2010 23:07:37,
616,GTSDR,MANAGER,Operations,Gurgaon,20/06/13,Male,1181123,9898980615,5.00,Work From Office,01-03-2010 14:23:46,
617,QNJSU,SDET,Testing,Delhi,13/04/17,Male,1779412,9898980616,2.00,,03-12-2020 21:00:14,
618,QPDPG,SDET,Development,Banglore,28/04/17,Female,1055246,9898980617,2.00,Work From Office,09-06-2022 22:22:42,
619,HDHNI,MANAGER,Application Development,Delhi,03/10/21,Female,1516848,9898980618,4.00,Work From Office,02-15-2019 23:20:25,
620,XSTNN,SDE,Testing,Texas,23/09/16,Female,1346345,9898980619,3.00,Work From Office,04-11-2011 00:05:07,
621,BSIQY,QA,Application Development,Banglore,01/11/20,Female,1757360,9898980620,5.00,,01-01-2019 19:42:19,
622,MAVTZ,TEAM LEAD,Application Development,Gurgaon,05/07/19,Male,1508604,9898980621,2.00,,11-16-2010 02:09:35,
623,MPNEJ,MANAGER,Development,Delhi,09/09/15,Male,1421433,9898980622,3.00,,09-01-2020 02:26:36,
624,FVZAQ,SDET,Application Development,Delhi,03/07/13,Male,1759548,9898980623,2.00,Work From Office,03-08-2020 08:15:12,
625,CBYCA,SDET,Testing,Banglore,17/03/16,Female,1275722,9898980624,2.00,,11-23-2018 04:06:51,
626,KXHQR,QA,Application Development,Gurgaon,23/01/16,Male,1780291,9898980625,1.00,,06-08-2011 01:39:32,
627,MNSTA,MANAGER,Operations,Delhi,10/06/14,Male,1577337,9898980626,2.00,,02-13-2014 23:07:41,
628,SQLLW,MANAGER,Application Development,Delhi,08/01/17,Female,1796777,9898980627,3.00,Work From Office,06-29-2011 15:45:30,
629,HFKAE,TEAM LEAD,Application Development,Banglore,17/01/22,Female,1147791,9898980628,2.00,Work From Office,05-12-2018 04:28:14,
630,FTOXH,QA,Application Development,Gurgaon,04/09/13,Male,1046453,9898980629,1.00,Work From Office,07-20-2017 13:27:59,
631,KQZFQ,MANAGER,Operations,Gurgaon,27/07/19,Female,1281906,9898980630,3.00,Work From Home,03-24-2014 18:40:38,
632,ECLSH,MANAGER,Application Development,Gurgaon,24/09/22,Female,1860251,9898980631,1.00,Work From Home,04-02-2018 16:30:40,
633,DYDPC,QA,Application Development,Delhi,06/06/16,Female,1914641,9898980632,5.00,Work From Office,09-14-2018 14:24:14,
634,LNASB,MANAGER,Development,Texas,03/09/13,Female,1572264,9898980633,2.00,,03-03-2019 17:08:30,
635,PAAGA,MANAGER,Application Development,Gurgaon,06/02/12,Female,1824863,9898980634,5.00,Work From Office,11-27-2014 20:36:04,
636,NJHRO,TEAM LEAD,Application Development,Gurgaon,21/03/20,Male,1059616,9898980635,4.00,,09-25-2022 20:54:12,
637,RAFMT,SDE,Operations,Delhi,25/03/11,Female,1890995,9898980636,5.00,Work From Office,03-11-2015 04:27:06,
638,OKDRR,MANAGER,Development,Delhi,07/02/21,Female,1052442,9898980637,1.00,Work From Office,01-15-2020 18:16:58,
639,DZMJJ,SDET,Application Development,Delhi,01/07/18,Female,1012506,9898980638,4.00,,06-18-2016 14:48:08,
640,ENWXH,QA,Operations,Pune,24/01/16,Male,1494628,9898980639,4.00,Work From Home,07-03-2020 03:32:57,
641,JXIEU,SDET,Development,Delhi,04/11/12,Male,1813000,9898980640,1.00,Work From Office,05-02-2020 23:39:04,
642,QJIZV,SDE,Testing,Delhi,17/03/12,Female,1388203,9898980641,1.00,Work From Office,03-03-2020 07:35:52,
643,GXJAL,SDET,Testing,Banglore,12/08/11,Male,1891578,9898980642,1.00,Work From Office,04-11-2022 16:16:51,
644,AXRMN,TEAM LEAD,Testing,Delhi,05/07/12,Female,1649778,9898980643,2.00,,05-03-2016 11:17:59,
645,LKIZT,MANAGER,Development,Gurgaon,22/09/19,Male,1179003,9898980644,4.00,Work From Office,12-20-2021 05:35:06,
646,YKQLP,SDE,Application Development,Delhi,27/07/12,Female,1047090,9898980645,2.00,Work From Office,02-28-2017 23:56:40,
647,VPIUW,SDET,Development,Banglore,04/05/12,Female,1218585,9898980646,5.00,Work From Home,05-20-2018 23:21:13,
648,SGRIY,TEAM LEAD,Operations,Texas,29/09/11,Male,1273666,9898980647,1.00,,03-21-2022 02:00:31,
649,FCNGR,SDE,Development,Gurgaon,02/07/16,Male,1188060,9898980648,4.00,Work From Home,01-03-2020 07:17:11,
650,BQWWG,QA,Operations,Delhi,28/08/21,Female,1112312,9898980649,3.00,Work From Office,06-25-2013 19:46:35,
651,ABKOR,MANAGER,Operations,Pune,31/07/16,Male,1931886,9898980650,4.00,Work From Home,05-24-2021 05:29:10,
652,SMUEB,TEAM LEAD,Operations,Pune,16/03/10,Male,1497114,9898980651,1.00,Work From Office,07-19-2013 16:37:02,
653,BJLRQ,TEAM LEAD,Application Development,Gurgaon,09/03/20,Male,1748726,9898980652,3.00,,02-12-2017 06:49:44,
654,NDXKH,QA,Application Development,Gurgaon,14/05/10,Female,1658364,9898980653,3.00,,07-30-2015 19:12:55,
655,AVVYB,SDET,Operations,Gurgaon,07/07/22,Female,1007279,9898980654,2.00,Work From Office,09-23-2014 02:49:54,
656,KNMZO,SDE,Testing,Texas,28/11/20,Female,1143694,9898980655,2.00,,03-12-2015 17:41:56,
657,NXHDN,SDE,Testing,Pune,12/07/15,Male,1722885,9898980656,4.00,Work From Office,05-26-2011 04:51:13,
658,FPKRN,MANAGER,Application Development,Banglore,24/11/10,Male,1782706,9898980657,5.00,,01-20-2022 18:07:55,
659,JZVPQ,SDE,Operations,Delhi,19/05/17,Male,1690027,9898980658,5.00,Work From Home,04-01-2021 19:21:58,
660,KLIZK,SDE,Testing,Gurgaon,09/07/17,Male,1043583,9898980659,4.00,Work From Office,09-12-2014 14:47:44,
661,BGXDI,TEAM LEAD,Development,Gurgaon,05/09/19,Female,1010296,9898980660,4.00,,08-01-2018 04:34:04,
662,GJVKK,TEAM LEAD,Development,Texas,18/10/13,Male,1388943,9898980661,2.00,Work From Home,04-26-2010 20:43:29,
663,NCXHK,MANAGER,Testing,Texas,14/02/16,Male,1628155,9898980662,5.00,Work From Home,11-12-2012 15:51:26,
664,YLFFS,MANAGER,Application Development,Texas,28/09/22,Male,1298914,9898980663,5.00,Work From Home,11-27-2018 02:18:08,
665,GIYYB,QA,Development,Texas,09/07/14,Female,1283090,9898980664,3.00,,02-27-2022 01:38:13,
666,PPRNI,QA,Operations,Gurgaon,15/09/17,Female,1074811,9898980665,2.00,,01-01-2013 03:50:51,
667,HETGZ,TEAM LEAD,Operations,Delhi,02/03/13,Female,1002512,9898980666,1.00,,11-27-2011 06:32:22,
668,HYOIR,QA,Application Development,Pune,06/11/15,Female,1490678,9898980667,3.00,Work From Office,09-02-2013 01:06:45,
